experiment_id,timestamp,scheduler,node_type,workload_type,carbon_efficiency,energy_consumption,performance_score,cpu_utilization,memory_utilization,gpu_utilization,response_time,throughput,queue_time,completion_rate,resource_utilization
exp_0000,2025-10-24 19:56:33.031327,energy-efficient,general-purpose,batch,0.8301776945897705,51.789954374764534,0.6768083358902525,41.674247701079686,52.16018336036602,0.0,93.87995089067299,868.939487622835,0.007790692366582296,0.9889096183007704,46.917215530722856
exp_0001,2025-10-27 19:56:33.031402,performance-first,memory-optimized,interactive,0.6949692657420365,101.53648723527814,0.7118203317445447,1.3685525684844466,36.1470903908821,0.0,75.79821220208962,936.061507717556,5.9874514384647215,0.8518570945623813,18.757821479683273
exp_0002,2025-10-25 10:56:33.031449,performance-first,memory-optimized,interactive,0.5173181822719722,102.95199446488236,0.7287600300821334,24.511423625858704,34.26239285141342,0.0,72.66084230952957,885.031174898249,2.33120231885617,0.9294780458947988,29.386908238636064
exp_0003,2025-10-24 23:56:33.031494,carbon-aware,general-purpose,interactive,0.9120980165206072,58.033980828272576,0.5544711347709186,38.89499610727552,22.8723630003963,0.0,109.33755828319241,744.7882960896206,9.340328151510837,0.8886398854831561,30.88367955383591
exp_0004,2025-10-28 22:56:33.031536,energy-efficient,cpu-optimized,batch,0.8302154051003888,64.6668559546431,0.6156431460225125,28.22540129156507,44.70151159618017,0.0,99.00154311159197,780.9011213448766,1.0027360538630499,0.9019145553077572,36.463456443872616
exp_0005,2025-10-27 12:56:33.031579,performance-first,cpu-optimized,ml-training,0.6131988669057362,97.68986174000717,0.7006513564024562,5.334448700086378,14.8919375981493,0.0,63.180095055973105,840.3438404670792,22.61093840942367,0.9165518312454957,10.113193149117839
exp_0006,2025-10-28 09:56:33.031620,performance-first,memory-optimized,batch,0.6424361138693251,106.97063057543546,0.7506506139275988,33.44160526430654,40.96248181413406,0.0,76.14381770563153,960.7344153798228,2.0649547635863907,0.9749582597885968,37.2020435392203
exp_0007,2025-10-26 14:56:33.031669,performance-first,memory-optimized,ml-training,0.5532241907732698,106.2192524320448,0.7653655192099572,17.139744835169903,63.81470393920961,0.0,56.66323431412191,823.9730734667365,4.119085798624324,0.9820073585477527,40.47722438718976
exp_0008,2025-10-25 09:56:33.031710,performance-first,general-purpose,web-service,0.41106608420635987,115.74864331134354,0.7367465393712608,7.907145260121336,68.33981516718349,0.0,65.08037069686584,810.2957502499979,3.2662592101036934,0.9771572240353315,38.123480213652414
exp_0009,2025-10-28 14:56:33.031751,carbon-aware,memory-optimized,batch,0.894845874589037,59.48992086993783,0.5066057829755173,31.563804370448867,17.082967330168593,0.0,106.78873420373793,613.5434655081613,18.03644794246297,0.894909209096043,24.323385850308732
exp_0010,2025-10-29 18:56:33.031792,performance-first,cpu-optimized,ml-training,0.5160206038901612,118.09377561912824,0.791569631700936,42.22086663254762,70.1897365102689,0.0,54.1256283243798,868.2132702100517,1.2044428503699642,0.9794571065589988,56.205301571408256
exp_0011,2025-10-25 10:56:33.031835,energy-efficient,gpu-enabled,web-service,0.780901625424438,98.9774918873386,0.6043627185734743,20.269545894695653,30.65125406636065,53.6933922951616,99.03713795070051,868.4142989597706,28.15637234575208,0.9863129371457444,25.460399980528152
