experiment_id,timestamp,scheduler,node_type,workload_type,carbon_efficiency,energy_consumption,performance_score,cpu_utilization,memory_utilization,gpu_utilization,response_time,throughput,queue_time,completion_rate,resource_utilization
exp_0000,2025-10-27 19:56:33.217209,carbon-aware,general-purpose,ml-training,0.7035691878363437,65.18002837707692,0.5481243528417143,31.935317481292973,52.5933181269693,0.0,99.98796868564031,636.4873745670777,8.563272499439304,0.871342957636953,42.26431780413114
exp_0001,2025-10-28 03:56:33.217237,default,general-purpose,interactive,0.5594487166974383,99.79022805239629,0.6775665373737494,38.061531641492245,24.679305481330776,0.0,79.50944571086325,874.3938048322481,10.261519507159045,0.8714988603549142,31.370418561411512
exp_0002,2025-10-26 04:56:33.217256,default,cpu-optimized,ml-training,0.5532512878361566,92.36938684436792,0.5971087069940826,30.704508813715453,40.08633240675651,0.0,97.65575524971703,725.9389014401565,6.222287120862333,0.923694382764557,35.39542061023598
exp_0003,2025-10-29 17:56:33.217275,default,gpu-enabled,interactive,0.513248942153985,137.22261628926566,0.6507831432774722,14.119758832049618,15.920045838720204,90.59332290967852,77.41557275174854,725.257796975209,5.41436425372162,0.8814062547379917,15.019902335384911
exp_0004,2025-10-25 08:56:33.217293,carbon-aware,memory-optimized,batch,0.7268104509151465,66.43579356073786,0.5451162179834296,51.48844911271484,31.88750635578515,0.0,114.02457804849865,737.224053711638,4.685698592018311,0.8769706659973537,41.68797773425
exp_0005,2025-10-30 16:56:33.217311,energy-efficient,memory-optimized,interactive,0.7096444043021815,64.18147750299352,0.5984121587375382,33.59455462172568,35.19504316109723,0.0,76.2732976061196,792.3407909902074,42.522163244444975,0.8728707037386236,34.394798891411455
exp_0006,2025-10-28 00:56:33.217329,performance-first,memory-optimized,batch,0.39097211547740146,121.03126062026956,0.8074684181051849,10.28051553549908,49.52585529252161,0.0,60.30623499261908,979.8836282143416,0.7821595573929835,0.9799317686676281,29.903185414010345
exp_0007,2025-10-28 09:56:33.217346,performance-first,general-purpose,ml-training,0.3740190284558558,121.60254207740171,0.6363931574703546,35.586844278515244,55.015078474584215,0.0,79.42157473019293,951.2747485368054,51.14496704170602,0.9578269559165193,45.30096137654973
exp_0008,2025-10-26 03:56:33.217364,performance-first,gpu-enabled,web-service,0.39859742726954583,191.45877290199803,0.8158302427463741,56.06631469143747,35.753241699755925,44.412424570888334,50.668801278679304,981.6571356234593,8.539795299559568,0.9520954824724666,45.9097781955967
exp_0009,2025-10-27 23:56:33.217382,energy-efficient,gpu-enabled,batch,0.6091760794207459,117.09448000220034,0.6110702309690559,11.839042555757175,40.794252377360856,68.2885160145856,88.08930896239895,717.0453611738383,17.148775945591762,0.9726105069764233,26.316647466559015
exp_0010,2025-10-29 04:56:33.217400,performance-first,gpu-enabled,ml-training,0.41411899976973143,207.7108756559587,0.669960502677794,46.065576070095474,21.838194041603177,66.16340346377388,61.51938837412949,930.7189034669809,49.717285742976294,0.8736878412302037,33.951885055849324
exp_0011,2025-10-27 07:56:33.217418,carbon-aware,gpu-enabled,interactive,0.6589488393139764,109.05039075384671,0.559185105878588,32.09969085165758,13.357532088459545,44.976969223495935,105.99232853623145,688.6154324614456,4.177948876639993,0.8946667975106437,22.72861147005856
exp_0012,2025-10-27 21:56:33.217434,performance-first,memory-optimized,batch,0.33704911898639356,139.6915848659449,0.7062903803217269,18.827829751637594,29.897379587712564,0.0,72.47781682083571,886.8043368373889,8.424017109586948,0.8726528197609563,24.36260466967508
exp_0013,2025-10-25 03:56:33.217452,energy-efficient,gpu-enabled,interactive,0.6851281605456568,99.33632278455151,0.6334821375104722,11.148011936158047,51.146658895687125,34.234030336480885,87.20589573832885,781.0636494647648,11.994680912519545,0.9238504585553422,31.147335415922587
exp_0014,2025-10-25 23:56:33.217469,performance-first,cpu-optimized,ml-training,0.35931064675278024,131.4886264383363,0.7349910727267097,25.66771126439842,56.73538282416817,0.0,71.36387905037128,916.7336157967713,0.9078877145424885,0.8793920028393857,41.201547044283295
exp_0015,2025-10-29 09:56:33.217486,carbon-aware,memory-optimized,ml-training,0.690135452500445,75.57625206527858,0.5125886700003902,18.121304986863702,5.364777538116111,0.0,127.00568686649748,725.9171725229221,4.913131387861143,0.9282842080936413,11.743041262489907
exp_0016,2025-10-27 14:56:33.217503,energy-efficient,general-purpose,web-service,0.637812137645116,66.97908926923522,0.7184066444491918,15.832635367771369,35.52944808892566,0.0,66.29146909597208,795.1775808482205,1.474504199480008,0.9083839294080093,25.681041728348514
exp_0017,2025-10-26 23:56:33.217521,default,general-purpose,interactive,0.45726638659425706,95.19793527121213,0.6594164909299665,7.920908337116981,49.22505582710736,0.0,85.28933237790396,770.6192131003744,1.253717934236306,0.9330308000101936,28.572982082112173
exp_0018,2025-10-30 08:56:33.217538,carbon-aware,memory-optimized,interactive,0.7142696268535549,67.48354197450622,0.5390783017483085,35.004226158825006,49.396721355857366,0.0,95.99844579316857,635.614512529138,26.366737557357883,0.945613802418943,42.200473757341186
exp_0019,2025-10-27 06:56:33.217555,default,memory-optimized,interactive,0.4524984180875895,101.49175457581484,0.6349027115934937,13.561373296371098,41.07599461733419,0.0,89.5434489634006,799.85011002672,14.616188032799204,0.9640520077063894,27.318683956852645
exp_0020,2025-10-25 13:56:33.217573,default,cpu-optimized,ml-training,0.4206720701951522,93.62729109096621,0.6937801127634453,52.927433602249316,46.70618020926619,0.0,78.71035626663178,794.264576018961,2.241534861421979,0.9805743924024817,49.81680690575776
exp_0021,2025-10-31 00:56:33.217590,energy-efficient,general-purpose,batch,0.607362242175864,64.16867783646316,0.6349125399848967,10.745596196965863,33.225043856167076,0.0,84.31519398196251,878.2016948412443,23.809512251411835,0.8600831899061729,21.98532002656647
exp_0022,2025-10-30 19:56:33.217607,performance-first,memory-optimized,web-service,0.4475718014380423,133.60028830753242,0.8188876773661288,39.00477748483375,33.26926657909252,0.0,51.87509832003021,993.4611799751401,1.806872118237222,0.9004418128507595,36.13702203196314
exp_0023,2025-10-25 19:56:33.217624,carbon-aware,memory-optimized,web-service,0.7449849260695018,71.5453389970536,0.5554139595982347,58.062378846101424,41.76669503875467,0.0,98.51725919577451,649.566332215,10.207989624601616,0.8825590838513075,49.91453694242804
exp_0024,2025-10-28 23:56:33.217640,carbon-aware,memory-optimized,interactive,0.6829619057718368,74.99541657248803,0.6186844725655556,40.14053324976235,45.39328383855101,0.0,91.06024664427956,707.1510379809796,4.868107665856197,0.9472805821790639,42.76690854415668
exp_0025,2025-10-25 03:56:33.217657,carbon-aware,general-purpose,interactive,0.7208266690189244,68.37328804618018,0.5791619400334692,23.278186591663196,60.603862248443384,0.0,94.1519589877024,623.335808078998,1.0668519974221737,0.8837538928386065,41.94102442005329
exp_0026,2025-10-26 09:56:33.217674,default,cpu-optimized,batch,0.5181865046637791,95.67552419904555,0.5924506874795578,21.498255752513362,16.13617935366647,0.0,85.8460014261644,742.5164674969154,24.382486829963867,0.87999362584452,18.817217553089918
