timestamp,load_factor,carbon_efficiency,energy_consumption,performance_score,cpu_utilization,memory_utilization,active_pods,scheduler
2025-10-17 11:56:33.425774,1.0307327008308858,0.6531837325854134,103.11619727844698,1.0036535240159765,87.53295847182586,92.01285065926547,65,carbon-aware
2025-10-17 12:01:33.425774,0.9826218561860824,0.6784612870592864,107.61074225788138,0.9925714024489439,88.85718122308516,88.05982412711866,60,carbon-aware
2025-10-17 12:06:33.425774,1.0576757562953452,0.6162644459233704,108.6819430344375,0.9776288456851074,92.54369144154468,94.77474454847459,63,default
2025-10-17 12:11:33.425774,0.8850753203274979,0.7213521089589946,100.53675612924006,0.8918036871736008,78.99370935211634,83.06762919045028,62,carbon-aware
2025-10-17 12:16:33.425774,1.119740849717461,0.6307468166857789,108.69433719007242,0.99240459471034,91.89569383930034,100.65401969040454,73,carbon-aware
2025-10-17 12:21:33.425774,1.0977065544447768,0.661693210938047,108.16618942195325,0.9662837829912462,86.49866553946299,94.31601071219083,70,carbon-aware
2025-10-17 12:26:33.425774,0.9972140363166099,0.6467532433331833,100.05127294533443,0.9156803207731096,88.85176381695341,91.69490194139041,61,carbon-aware
2025-10-17 12:31:33.425774,0.8539999991147007,0.6903309074594732,98.7400701502682,0.9249790376455905,78.88323297354464,82.63651480239459,53,carbon-aware
2025-10-17 12:36:33.425774,0.9270302726605877,0.6445270643091213,102.48843813791935,0.9554991527748563,76.49246646006425,89.92705735685598,63,carbon-aware
2025-10-17 12:41:33.425774,1.0703577843420236,0.6221651094028002,105.08366530195724,1.0046389440230485,92.3501623915574,83.5212266901245,68,default
2025-10-17 12:46:33.425774,1.088554183274906,0.6408148871274302,113.81941965616429,0.9734290544475508,93.05486647522974,91.72049288116774,69,carbon-aware
2025-10-17 12:51:33.425774,0.9644058598468146,0.624738338236882,104.29876947914654,0.9784499499335539,79.45953378615935,83.87295272853333,67,carbon-aware
2025-10-17 12:56:33.425774,1.0331125647442747,0.6744099695569111,103.41419837736628,0.9853246819821715,82.28371007679144,87.57425077844404,64,carbon-aware
2025-10-17 13:01:33.425774,1.0709387166225108,0.6551832571918763,107.70717801436288,0.9978969642795256,89.77342699629862,94.84155192637121,70,default
2025-10-17 13:06:33.425774,1.0599964067545553,0.5855031245667879,105.223638159053,0.9640402523177894,84.18814813874704,88.49123432266734,71,default
2025-10-17 13:11:33.425774,1.0376052525245612,0.6027125593383548,103.44871824416467,0.9620088602638268,85.29729203170454,94.12530894936059,67,carbon-aware
2025-10-17 13:16:33.425774,0.9746363983673371,0.6446760085995031,103.45083450979045,0.9637540143095895,82.98650526919846,79.73195133939251,62,carbon-aware
2025-10-17 13:21:33.425774,0.7878045295639833,0.7459785154684556,95.59744408713482,0.8756708209218551,68.06197994472635,81.58932683415489,56,carbon-aware
2025-10-17 13:26:33.425774,1.0287628555340929,0.6042818982137228,103.4208081801038,0.9647392254521574,88.79379937458727,91.0920056285042,63,carbon-aware
2025-10-17 13:31:33.425774,1.0028567063341687,0.6551660513825801,100.41291346303737,0.9628068405993627,84.6826597495903,92.94248638721282,66,carbon-aware
2025-10-17 13:36:33.425774,1.0131249016688646,0.62111791080809,105.46326056352548,0.9698693191029018,88.99445194874895,84.90652260824545,67,carbon-aware
2025-10-17 13:41:33.425774,1.055765418757769,0.5979853943142551,104.87499122110971,0.9613229806166158,87.45741934907745,84.79196251285848,63,carbon-aware
